image_id,class_name,iou,dice,pred_coverage_pct,gt_coverage_pct,elapsed_s,status
MCUCXR_0071_0,lungs,0.0,0.0,0.0,26.07,0.22,ok
MCUCXR_0091_0,lungs,0.0,0.0,0.0,27.48,0.23,ok
MCUCXR_0150_1,lungs,0.0,0.0,0.0,29.98,0.24,ok
MCUCXR_0117_1,lungs,0.0,0.0,0.0,17.53,0.22,ok
MCUCXR_0166_1,lungs,0.0,0.0,0.0,34.8,0.22,ok
MCUCXR_0038_0,lungs,0.0,0.0,0.0,27.44,0.22,ok
MCUCXR_0094_0,lungs,0.0,0.0,0.0,22.92,0.22,ok
MCUCXR_0004_0,lungs,0.0,0.0,0.0,17.68,0.22,ok
MCUCXR_0101_0,lungs,0.0,0.0,0.0,23.17,0.23,ok
MCUCXR_0085_0,lungs,0.0,0.0,8.11,23.83,0.21,ok
MCUCXR_0043_0,lungs,0.0,0.0,8.77,19.99,0.21,ok
MCUCXR_0041_0,lungs,0.0,0.0,1.89,17.36,0.21,ok
MCUCXR_0017_0,lungs,0.0,0.0,0.0,15.57,0.22,ok
MCUCXR_0011_0,lungs,0.0,0.0,0.0,26.19,0.21,ok
MCUCXR_0013_0,lungs,0.0,0.0,4.46,21.98,0.21,ok
MCUCXR_0255_1,lungs,0.0,0.0,0.34,33.5,0.22,ok
MCUCXR_0030_0,lungs,0.0,0.0,4.32,35.52,0.21,ok
MCUCXR_0040_0,lungs,0.0,0.0,0.0,27.72,0.23,ok
MCUCXR_0049_0,lungs,0.0,0.0,0.0,23.31,0.21,ok
MCUCXR_0077_0,lungs,0.0,0.0,2.55,13.45,0.21,ok
MCUCXR_0083_0,lungs,0.0,0.0,4.09,32.65,0.21,ok
MCUCXR_0092_0,lungs,0.0,0.0,0.0,24.46,0.22,ok
MCUCXR_0008_0,lungs,0.0,0.0,3.83,27.56,0.22,ok
MCUCXR_0042_0,lungs,0.0,0.0,0.0,14.65,0.22,ok
